corridaId;data;local;sentido;extensao;pilotoId;nome;posicao;tempoTotal;numeroVoltas;melhorVolta;polePosition;pontos;presente
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;3;Lucas Oliveira;3;20:39.508;27;00:44.701;False;17;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;4;Mateus Souza;17;20:54.023;27;00:44.871;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;5;Gabriel Pereira;;;;;False;0;False
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;6;Rafael Costa;1;20:45.145;27;00:44.694;False;25;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;7;Thiago Almeida;4;20:44.102;27;00:44.481;False;14;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;8;Bruno Nascimento;5;20:47.824;27;00:44.992;False;12;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;9;Felipe Carvalho;14;20:53.031;27;00:44.931;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;10;André Araújo;18;20:55.920;27;00:44.934;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;11;Ricardo Ribeiro;13;20:52.184;27;00:45.445;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;12;Marcelo Ferreira;8;20:43.815;27;00:44.104;False;6;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;13;Diego Rodrigues;20;20:56.225;27;00:45.006;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;14;Leonardo Gomes;23;20:52.462;27;00:44.749;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;15;Caio Martins;19;20:55.228;27;00:45.271;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;16;Vinícius Barbosa;22;20:59.124;27;00:45.185;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;17;Henrique Rocha;9;20:50.008;27;00:44.884;False;4;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;18;Gustavo Moraes;2;20:47.247;27;00:45.027;True;20;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;19;Eduardo Pinto;24;20:56.344;27;00:44.795;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;20;Nicolas Cardoso;16;20:51.453;27;00:44.822;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;21;Daniel Lima;25;21:01.067;27;00:45.244;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;22;Fernando Fernandes;;;;;False;0;False
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;23;Rodrigo Mendes;6;20:44.640;27;00:44.127;False;10;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;24;Paulo Campos;12;20:54.528;27;00:45.322;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;25;Alexandre Correia;7;20:48.110;27;00:44.893;False;8;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;26;Sérgio Machado;;;;;False;0;False
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;27;Márcio Farias;21;21:03.278;27;00:45.195;False;1;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;28;Renato Tavares;;;;;False;0;True
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;29;Douglas Brito;;;;;False;0;False
2;2024-01-21;Kartódromo do Velociraptor;anti-horário;920.0;30;Wesley Dias;10;20:52.801;27;00:44.855;False;3;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;1;João Silva;;;;;False;0;False
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;2;Pedro Santos;16;15:10.216;21;00:42.101;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;3;Lucas Oliveira;5;15:08.065;21;00:41.510;False;12;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;4;Mateus Souza;;;;;False;0;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;5;Gabriel Pereira;7;15:09.435;21;00:41.506;False;8;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;6;Rafael Costa;1;15:07.487;21;00:41.593;False;25;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;7;Thiago Almeida;6;15:10.369;21;00:42.412;False;10;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;8;Bruno Nascimento;11;15:10.118;21;00:42.214;False;2;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;9;Felipe Carvalho;10;15:08.264;21;00:41.816;False;3;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;10;André Araújo;20;15:15.027;21;00:41.683;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;11;Ricardo Ribeiro;12;15:10.721;21;00:42.446;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;12;Marcelo Ferreira;8;15:05.132;21;00:41.644;False;6;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;13;Diego Rodrigues;17;15:12.398;21;00:42.559;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;14;Leonardo Gomes;23;15:13.362;21;00:41.716;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;15;Caio Martins;24;15:14.071;21;00:41.908;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;16;Vinícius Barbosa;;;;;False;0;False
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;17;Henrique Rocha;;;;;False;0;False
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;18;Gustavo Moraes;3;15:04.767;21;00:41.764;False;17;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;19;Eduardo Pinto;;;;;False;0;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;20;Nicolas Cardoso;13;15:11.159;21;00:42.302;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;21;Daniel Lima;25;15:18.825;21;00:41.804;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;22;Fernando Fernandes;9;15:08.416;21;00:41.391;False;4;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;23;Rodrigo Mendes;2;15:04.577;21;00:41.472;True;20;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;24;Paulo Campos;15;15:13.203;21;00:42.301;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;25;Alexandre Correia;21;15:17.074;21;00:42.681;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;26;Sérgio Machado;14;15:09.837;21;00:41.636;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;27;Márcio Farias;18;15:12.849;21;00:41.803;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;28;Renato Tavares;19;15:14.048;21;00:42.056;False;1;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;29;Douglas Brito;4;15:10.092;21;00:41.784;False;14;True
3;2024-02-05;Kartódromo Costa Verde;horário;850.0;30;Wesley Dias;22;15:16.063;21;00:42.210;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;1;João Silva;22;19:33.128;21;00:54.681;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;2;Pedro Santos;21;19:34.617;21;00:54.414;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;3;Lucas Oliveira;2;19:17.740;21;00:52.774;False;20;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;4;Mateus Souza;25;19:30.409;21;00:53.754;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;5;Gabriel Pereira;12;19:23.873;21;00:53.949;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;6;Rafael Costa;1;19:11.372;21;00:53.038;False;25;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;7;Thiago Almeida;3;19:16.916;21;00:52.870;True;17;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;8;Bruno Nascimento;9;19:23.405;21;00:53.667;False;4;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;9;Felipe Carvalho;10;19:21.306;21;00:54.124;False;3;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;10;André Araújo;11;19:25.870;21;00:54.068;False;2;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;11;Ricardo Ribeiro;19;19:28.689;21;00:53.898;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;12;Marcelo Ferreira;;;;;False;0;False
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;13;Diego Rodrigues;17;19:28.795;21;00:54.217;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;14;Leonardo Gomes;24;19:30.818;21;00:54.176;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;15;Caio Martins;26;19:30.392;21;00:54.432;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;16;Vinícius Barbosa;23;19:30.075;21;00:53.768;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;17;Henrique Rocha;13;19:23.257;21;00:52.994;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;18;Gustavo Moraes;6;19:14.595;21;00:52.567;False;10;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;19;Eduardo Pinto;14;19:25.274;21;00:53.134;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;20;Nicolas Cardoso;20;19:32.697;21;00:53.545;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;21;Daniel Lima;27;19:31.354;21;00:53.307;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;22;Fernando Fernandes;5;19:16.563;21;00:52.994;False;12;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;23;Rodrigo Mendes;8;19:19.405;21;00:53.226;False;6;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;24;Paulo Campos;;;;;False;0;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;25;Alexandre Correia;16;19:27.822;21;00:53.840;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;26;Sérgio Machado;15;19:28.062;21;00:53.473;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;27;Márcio Farias;18;19:23.057;21;00:53.229;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;28;Renato Tavares;28;19:35.122;21;00:54.700;False;1;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;29;Douglas Brito;4;19:13.969;21;00:53.830;False;14;True
4;2024-02-20;Kartódromo das Falésias;anti-horário;1100.0;30;Wesley Dias;7;19:19.212;21;00:54.039;False;8;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;1;João Silva;23;22:20.510;27;00:47.713;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;2;Pedro Santos;21;22:18.849;27;00:47.589;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;3;Lucas Oliveira;5;22:05.963;27;00:47.178;False;12;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;4;Mateus Souza;16;22:15.887;27;00:47.680;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;5;Gabriel Pereira;26;22:21.189;27;00:48.223;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;6;Rafael Costa;;;;;False;0;False
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;7;Thiago Almeida;4;22:09.333;27;00:47.861;False;14;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;8;Bruno Nascimento;6;22:08.280;27;00:48.176;False;10;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;9;Felipe Carvalho;7;22:05.208;27;00:47.166;False;8;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;10;André Araújo;13;22:18.509;27;00:47.453;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;11;Ricardo Ribeiro;17;22:21.893;27;00:48.201;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;12;Marcelo Ferreira;9;22:14.026;27;00:48.169;False;4;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;13;Diego Rodrigues;;;;;False;0;False
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;14;Leonardo Gomes;18;22:18.043;27;00:47.737;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;15;Caio Martins;25;22:25.248;27;00:48.610;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;16;Vinícius Barbosa;22;22:17.381;27;00:48.130;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;17;Henrique Rocha;14;22:12.427;27;00:47.850;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;18;Gustavo Moraes;3;22:06.433;27;00:47.962;False;17;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;19;Eduardo Pinto;15;22:14.654;27;00:48.095;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;20;Nicolas Cardoso;19;22:22.039;27;00:48.562;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;21;Daniel Lima;27;22:24.065;27;00:47.777;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;22;Fernando Fernandes;;;;;False;0;False
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;23;Rodrigo Mendes;1;22:04.577;27;00:47.733;True;25;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;24;Paulo Campos;8;22:04.124;27;00:47.381;False;6;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;25;Alexandre Correia;11;22:15.450;27;00:47.712;False;2;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;26;Sérgio Machado;24;22:18.487;27;00:48.280;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;27;Márcio Farias;20;22:18.223;27;00:47.952;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;28;Renato Tavares;12;22:17.194;27;00:47.934;False;1;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;29;Douglas Brito;2;22:08.497;27;00:47.438;False;20;True
5;2024-03-06;Kartódromo Serra Azul;horário;980.0;30;Wesley Dias;10;22:17.561;27;00:48.040;False;3;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;1;João Silva;18;19:31.440;26;00:43.936;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;2;Pedro Santos;13;19:27.557;26;00:43.227;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;3;Lucas Oliveira;5;19:20.083;26;00:42.790;False;12;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;4;Mateus Souza;21;19:38.426;26;00:43.711;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;5;Gabriel Pereira;17;19:34.809;26;00:43.721;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;6;Rafael Costa;1;19:17.679;26;00:43.422;False;25;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;7;Thiago Almeida;12;19:22.441;26;00:43.264;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;8;Bruno Nascimento;6;19:21.145;26;00:43.156;False;10;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;9;Felipe Carvalho;8;19:18.704;26;00:43.613;False;6;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;10;André Araújo;24;19:37.760;26;00:43.348;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;11;Ricardo Ribeiro;11;19:21.736;26;00:43.534;False;2;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;12;Marcelo Ferreira;16;19:26.526;26;00:43.893;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;13;Diego Rodrigues;;;;;False;0;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;14;Leonardo Gomes;26;19:39.633;26;00:43.992;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;15;Caio Martins;25;19:36.340;26;00:44.277;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;16;Vinícius Barbosa;20;19:30.529;26;00:43.997;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;17;Henrique Rocha;;;;;False;0;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;18;Gustavo Moraes;3;19:24.175;26;00:43.279;True;17;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;19;Eduardo Pinto;19;19:35.566;26;00:43.784;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;20;Nicolas Cardoso;15;19:24.725;26;00:43.894;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;21;Daniel Lima;27;19:36.898;26;00:43.557;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;22;Fernando Fernandes;10;19:27.167;26;00:43.902;False;3;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;23;Rodrigo Mendes;2;19:17.703;26;00:43.635;False;20;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;24;Paulo Campos;23;19:28.840;26;00:43.033;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;25;Alexandre Correia;22;19:27.208;26;00:43.450;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;26;Sérgio Machado;7;19:25.757;26;00:43.907;False;8;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;27;Márcio Farias;14;19:26.259;26;00:43.515;False;1;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;28;Renato Tavares;;;;;False;0;False
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;29;Douglas Brito;4;19:21.761;26;00:43.436;False;14;True
6;2024-03-21;Kartódromo Rio Claro;anti-horário;890.0;30;Wesley Dias;9;19:25.649;26;00:43.718;False;4;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;1;João Silva;17;17:59.076;21;00:50.150;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;2;Pedro Santos;13;17:55.224;21;00:49.415;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;3;Lucas Oliveira;2;17:51.008;21;00:49.221;False;20;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;4;Mateus Souza;19;18:04.285;21;00:49.794;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;5;Gabriel Pereira;16;18:02.395;21;00:49.675;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;6;Rafael Costa;;;;;False;0;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;7;Thiago Almeida;3;17:54.812;21;00:50.074;True;17;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;8;Bruno Nascimento;5;17:57.147;21;00:49.670;False;12;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;9;Felipe Carvalho;;;;;False;0;False
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;10;André Araújo;15;17:59.636;21;00:49.859;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;11;Ricardo Ribeiro;7;17:56.954;21;00:49.213;False;8;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;12;Marcelo Ferreira;6;17:57.344;21;00:49.280;False;10;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;13;Diego Rodrigues;22;18:08.943;21;00:50.593;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;14;Leonardo Gomes;23;18:08.056;21;00:49.621;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;15;Caio Martins;21;17:58.366;21;00:49.076;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;16;Vinícius Barbosa;18;18:03.172;21;00:49.998;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;17;Henrique Rocha;8;17:50.899;21;00:49.806;False;6;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;18;Gustavo Moraes;;;;;False;0;False
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;19;Eduardo Pinto;;;;;False;0;False
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;20;Nicolas Cardoso;10;17:57.630;21;00:49.900;False;3;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;21;Daniel Lima;24;18:08.993;21;00:50.515;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;22;Fernando Fernandes;;;;;False;0;False
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;23;Rodrigo Mendes;4;17:47.556;21;00:48.769;False;14;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;24;Paulo Campos;11;17:57.658;21;00:49.988;False;2;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;25;Alexandre Correia;12;17:57.411;21;00:49.175;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;26;Sérgio Machado;14;18:01.154;21;00:49.795;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;27;Márcio Farias;;;;;False;0;False
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;28;Renato Tavares;20;18:04.820;21;00:50.356;False;1;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;29;Douglas Brito;1;17:53.028;21;00:49.153;False;25;True
7;2024-04-05;Kartódromo Vale do Sol;horário;1020.0;30;Wesley Dias;9;17:56.472;21;00:49.042;False;4;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;1;João Silva;21;21:07.696;24;00:50.918;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;2;Pedro Santos;12;21:03.822;24;00:50.860;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;3;Lucas Oliveira;;;;;False;0;False
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;4;Mateus Souza;19;20:57.625;24;00:50.749;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;5;Gabriel Pereira;23;21:08.835;24;00:51.321;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;6;Rafael Costa;1;20:46.774;24;00:50.895;False;25;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;7;Thiago Almeida;6;20:48.770;24;00:50.860;False;10;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;8;Bruno Nascimento;5;20:52.543;24;00:51.063;False;12;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;9;Felipe Carvalho;8;20:56.208;24;00:51.176;False;6;True
